Month,alpha,alpha_site,R2_train,RMSE_train,Site
5,1.7344072265625008,1.5921035156250005,0.9528157918004083,11.496237447042713,US-NR1
6,1.5345791015625005,1.5921035156250005,0.9677917978472576,12.939076562305203,US-NR1
7,1.3679121093750004,1.5921035156250005,0.9864250921223465,8.184133397215618,US-NR1
8,1.4060566406250004,1.5921035156250005,0.9779589508623119,10.580221607738668,US-NR1
9,1.5303955078125,1.5921035156250005,0.9600106850153073,11.466833040446252,US-NR1
10,1.9509082031250016,1.5921035156250005,0.919063285521714,15.120236018606056,US-NR1
11,2.3439814453125036,1.5921035156250005,0.8921547176530216,11.715047683923284,US-NR1
12,2.335983398437503,1.5921035156250005,0.8766814667018872,12.488031141594268,US-NR1
1,2.409626953125003,1.24498828125,0.9180939463173526,11.059005957750493,US-Ne1
2,1.6602099609375007,1.24498828125,0.9698551321728128,10.476131973352258,US-Ne1
3,1.4720097656250004,1.24498828125,0.9633284075149399,11.238417549914992,US-Ne1
4,1.5343945312500002,1.24498828125,0.9520510696151561,16.127675925343368,US-Ne1
5,1.3768330078125,1.24498828125,0.9767302016131824,16.142251071587836,US-Ne1
6,1.2390820312499997,1.24498828125,0.9946417971088194,10.893291409971917,US-Ne1
7,1.2382207031249999,1.24498828125,0.9962118785393689,9.908623186193825,US-Ne1
8,1.23760546875,1.24498828125,0.99544117065088,10.318727347219108,US-Ne1
9,1.2491103515625,1.24498828125,0.9925828866086515,12.410168456394503,US-Ne1
10,1.5463916015625006,1.24498828125,0.9786031802285458,6.788679491840076,US-Ne1
11,1.5813369140625002,1.24498828125,0.9459415972545053,12.647646250081731,US-Ne1
12,1.8951064453125017,1.24498828125,0.9624731501040097,5.897859015175387,US-Ne1
6,1.2219785156249998,1.2436347656250002,0.9954619026393199,11.158094967800196,US-Ne2
7,1.235759765625,1.2436347656250002,0.992400427440324,10.61044253793816,US-Ne2
8,1.249294921875,1.2436347656250002,0.980410094942172,15.525213919483967,US-Ne2
9,1.2703359375,1.2436347656250002,0.9910721802982622,14.017069853343457,US-Ne2
6,1.1813730468749999,1.2174873046874999,0.9962550150593139,10.744349222552522,US-Ne3
7,1.19724609375,1.2174873046874999,0.9891646157562162,13.837710877196805,US-Ne3
8,1.22579296875,1.2174873046874999,0.9859158213624777,14.228849467067947,US-Ne3
9,1.266275390625,1.2174873046874999,0.9897413342434174,16.321319561895322,US-Ne3
1,1.5561738281250004,1.1057607421875,0.9848766764483559,5.57011665013102,US-SRG
2,1.5102773437500003,1.1057607421875,0.9667464102890138,6.876054976528573,US-SRG
3,1.43152734375,1.1057607421875,0.9623341362191883,7.352289180073716,US-SRG
4,1.3823701171875005,1.1057607421875,0.9785925284223703,4.702385442100131,US-SRG
5,1.3265683593750002,1.1057607421875,0.9873799790181687,11.255814156763082,US-SRG
6,1.1600859374999999,1.1057607421875,0.98799097510573,3.9182507373266007,US-SRG
7,1.0919794921875,1.1057607421875,0.9840996358420542,8.94079110439832,US-SRG
8,1.0637402343749998,1.1057607421875,0.9838036352339758,10.80293268561094,US-SRG
9,1.1061914062499998,1.1057607421875,0.9789993474790052,9.705594622277461,US-SRG
10,1.2170566406249999,1.1057607421875,0.9797162716278193,6.505469139405704,US-SRG
11,1.4536142578125002,1.1057607421875,0.9734174105961877,12.841556230927285,US-SRG
12,1.5447919921875006,1.1057607421875,0.974776945385374,7.122815649907166,US-SRG
1,1.3970742187500003,1.0622636718749998,0.9787774489814107,3.8875869821215083,US-SRM
2,1.5799218750000004,1.0622636718749998,0.9526639754410874,6.466970621413005,US-SRM
3,1.5402392578125004,1.0622636718749998,0.9041567417026676,10.194158128444307,US-SRM
4,1.4669648437500005,1.0622636718749998,0.9827304527399779,10.53308935563615,US-SRM
5,1.4965576171875004,1.0622636718749998,0.965863574705937,7.638076395800941,US-SRM
7,1.0601103515624999,1.0622636718749998,0.9772010724552421,9.150410231535473,US-SRM
8,1.0375927734375,1.0622636718749998,0.9749367372272857,11.559917015017442,US-SRM
9,1.0755527343749998,1.0622636718749998,0.96734234590609,10.840462274424343,US-SRM
10,1.1165888671874997,1.0622636718749998,0.9847805025662457,6.012993214150413,US-SRM
11,1.4010732421875005,1.0622636718749998,0.9822765712431146,4.41618168472813,US-SRM
12,1.4626582031250004,1.0622636718749998,0.9728079160910952,4.27230179353556,US-SRM
1,2.6372636718750044,1.5378398437500005,0.8173020388416185,4.781446753639644,US-Syv
2,2.570510742187503,1.5378398437500005,0.8994134975454222,5.653743076493813,US-Syv
3,2.247943359375003,1.5378398437500005,0.9220240094963311,2.6171965028466135,US-Syv
4,2.000865234375002,1.5378398437500005,0.8651750127409995,6.196016477729031,US-Syv
5,1.3750488281250004,1.5378398437500005,0.9667625423304529,10.21157957839309,US-Syv
6,1.3147558593750002,1.5378398437500005,0.9663830648212153,11.091807185447871,US-Syv
7,1.2616611328124998,1.5378398437500005,0.9791527340205447,10.32684972543918,US-Syv
8,1.3202314453125004,1.5378398437500005,0.9769928758033168,9.461375086244816,US-Syv
9,1.3606523437500004,1.5378398437500005,0.9544687626938586,12.574028596760897,US-Syv
10,1.6212041015625007,1.5378398437500005,0.9632468409757801,16.29574571108604,US-Syv
11,2.250096679687503,1.5378398437500005,0.941628081297881,24.95602100767216,US-Syv
12,2.2619707031250034,1.5378398437500005,0.8856914182103282,35.08056757754203,US-Syv
1,1.6615634765625007,1.4103017578125003,0.9841621192705373,4.751468839253932,US-Ton
2,1.5466376953125005,1.4103017578125003,0.9774970480598774,7.2493513419815825,US-Ton
3,1.4987724609375004,1.4103017578125003,0.9747616499528089,9.639352413020015,US-Ton
4,1.3646513671875002,1.4103017578125003,0.9638247912556378,12.243167352203145,US-Ton
5,1.2030292968749998,1.4103017578125003,0.9679684166169314,14.115486247281973,US-Ton
6,1.31783203125,1.4103017578125003,0.9592058488951531,7.953052079597717,US-Ton
7,1.1443359374999997,1.4103017578125003,0.9929770627846747,3.7721079996571456,US-Ton
8,1.2416660156250001,1.4103017578125003,0.9832444639373398,3.8774312213505917,US-Ton
9,1.251509765625,1.4103017578125003,0.9695310242685845,7.149531259867967,US-Ton
10,1.3993505859375004,1.4103017578125003,0.9881551075527218,7.238177836836704,US-Ton
11,1.5030791015625002,1.4103017578125003,0.9813184256649781,5.10771869830348,US-Ton
12,1.5807832031250004,1.4103017578125003,0.9867520884323113,4.220472771212569,US-Ton
1,1.5321796875000002,1.279810546875,0.9813352457308074,3.6616388233148123,US-Tw4
2,1.5624492187500003,1.279810546875,0.9825969594192314,4.879013349002559,US-Tw4
3,1.4611816406250002,1.279810546875,0.9861086829692202,6.775705347163988,US-Tw4
4,1.3959052734375006,1.279810546875,0.9768395917424088,12.180625834147952,US-Tw4
5,1.301220703125,1.279810546875,0.9882640639043079,13.850936642920539,US-Tw4
6,1.2679365234375002,1.279810546875,0.9895109893638047,15.358292544550126,US-Tw4
7,1.2646142578124997,1.279810546875,0.9946622631575478,12.439924059251602,US-Tw4
8,1.2669521484375,1.279810546875,0.9918553330348772,13.046067907578857,US-Tw4
9,1.2769804687500002,1.279810546875,0.9894426564820277,12.603694433525375,US-Tw4
10,1.3428105468750002,1.279810546875,0.9918492902162831,8.645596358806914,US-Tw4
11,1.4861601562500004,1.279810546875,0.9836665348287897,6.134089369506909,US-Tw4
12,1.7771044921875014,1.279810546875,0.9912184412155164,1.9503624225381433,US-Tw4
2,2.600841796875004,1.2954990234375003,0.9130024943758115,1.6505906052622672,US-UMB
3,2.1459990234375024,1.2954990234375003,0.9398812336829792,3.6482942726373704,US-UMB
4,1.7799345703125011,1.2954990234375003,0.9637568266562506,3.3862133435241364,US-UMB
5,1.4840068359375005,1.2954990234375003,0.9532506561416803,10.256018300276022,US-UMB
6,1.3071884765625001,1.2954990234375003,0.9886411570395068,9.131897690042662,US-UMB
7,1.2573544921875004,1.2954990234375003,0.9878908540318416,12.9698616602813,US-UMB
8,1.2654140625,1.2954990234375003,0.99157287719167,11.157244755851943,US-UMB
9,1.322384765625,1.2954990234375003,0.9755326412173816,12.340031999787037,US-UMB
10,1.4189765625000001,1.2954990234375003,0.9604359111198107,11.497060869485527,US-UMB
11,1.7680605468750012,1.2954990234375003,0.9669059397690353,3.5459350779266634,US-UMB
12,2.502342773437503,1.2954990234375003,0.9672039789524872,1.954582370115194,US-UMB
1,1.653996093750001,1.27550390625,0.983794014800688,4.804360127066774,US-Var
2,1.4744707031250004,1.27550390625,0.9662640876071357,7.019355002233707,US-Var
3,1.2710126953124998,1.27550390625,0.9773138010366835,10.695008306966413,US-Var
4,1.2142265625,1.27550390625,0.9854490322176346,12.562955894326123,US-Var
5,1.240435546875,1.27550390625,0.9759397293307949,11.490985575499304,US-Var
6,1.288669921875,1.27550390625,0.9725518859465652,5.329884861163588,US-Var
10,1.4656113281250005,1.27550390625,0.9624267576425526,6.495593564957598,US-Var
11,1.4947734375000001,1.27550390625,0.958117253686119,4.012667429838456,US-Var
12,1.6022548828125003,1.27550390625,0.9792555223949347,4.42041287371816,US-Var
2,1.9633974609375016,1.17854296875,0.9533125140862966,0.8581181611215098,US-WCr
3,1.8698818359375013,1.17854296875,0.9876654367150849,1.0233791112086703,US-WCr
4,1.5623261718750003,1.17854296875,0.8722342965893854,2.463708861125443,US-WCr
5,1.273412109375,1.17854296875,0.9701943885657102,7.069943216400892,US-WCr
6,1.2055517578124997,1.17854296875,0.9783865039961035,11.25980027630798,US-WCr
7,1.1535029296875,1.17854296875,0.9851932911564691,13.411371781151843,US-WCr
8,1.1953388671875,1.17854296875,0.9845706303782533,12.869513186615093,US-WCr
9,1.20413671875,1.17854296875,0.9797396979596886,14.1280316038857,US-WCr
10,1.3163554687500003,1.17854296875,0.9776806798327944,3.0079864761313657,US-WCr
11,1.8776953125000015,1.17854296875,0.9581656027916671,1.8921101458374565,US-WCr
12,2.3356142578125034,1.17854296875,0.9948166516661627,2.184846016935557,US-WCr
1,1.4865908203125002,1.0209814453124997,0.9733532928987148,4.478004600807105,US-Whs
3,1.348224609375,1.0209814453124997,0.9824774849462129,3.0900983212224467,US-Whs
7,1.017720703125,1.0209814453124997,0.9761634352035745,10.876430326714681,US-Whs
8,1.0087382812499999,1.0209814453124997,0.9829244625503274,12.547642835138667,US-Whs
9,1.0660166015624997,1.0209814453124997,0.9723380728351018,11.480479392117855,US-Whs
10,1.1398447265625,1.0209814453124997,0.9617355160043682,9.300694966136778,US-Whs
11,1.5342099609375004,1.0209814453124997,0.9400814881904835,11.915045530080588,US-Whs
12,1.292607421875,1.0209814453124997,0.9729248059656506,4.866650869532933,US-Whs
1,1.5892119140625,1.0898261718749997,0.9818221676891625,4.536345131723626,US-Wkg
2,1.6017626953125004,1.0898261718749997,0.9570150546106764,4.508091067116896,US-Wkg
3,1.4315888671875001,1.0898261718749997,0.9660476132953313,5.247688364620857,US-Wkg
4,1.348470703125,1.0898261718749997,0.8285496523901266,6.2917042240767485,US-Wkg
5,1.1720830078124997,1.0898261718749997,0.994604069188959,2.567917453033208,US-Wkg
6,1.0567880859374998,1.0898261718749997,0.9950007074999496,2.8582552694802823,US-Wkg
7,1.0930869140624995,1.0898261718749997,0.984354322824375,6.474571584835534,US-Wkg
8,1.05352734375,1.0898261718749997,0.9764864210654279,9.035135815967436,US-Wkg
9,1.1181884765624996,1.0898261718749997,0.9712254942882965,9.04774521296964,US-Wkg
10,1.138921875,1.0898261718749997,0.9726747437528677,6.811087749844643,US-Wkg
11,1.5076318359375005,1.0898261718749997,0.964658090567016,3.802439501851443,US-Wkg
12,1.5630644531250004,1.0898261718749997,0.9312345272659658,5.771758683734404,US-Wkg
1,1.5992402343750005,1.5236279296875006,0.9816864758904238,4.09093556370709,CA-Ca1
2,1.6205888671875006,1.5236279296875006,0.948095211593283,6.385394922990459,CA-Ca1
3,1.6081611328125005,1.5236279296875006,0.9286015773620987,10.12808588420712,CA-Ca1
4,1.5596191406250004,1.5236279296875006,0.9303924248773083,10.649949429633905,CA-Ca1
5,1.6006552734375004,1.5236279296875006,0.9467674919577368,10.312721992438005,CA-Ca1
6,1.4871445312500002,1.5236279296875006,0.9645949450944179,10.42599876847663,CA-Ca1
7,1.5170449218750004,1.5236279296875006,0.9618781034727905,9.133397206554564,CA-Ca1
8,1.3647128906250001,1.5236279296875006,0.9708847303337461,7.573051193689461,CA-Ca1
9,1.4642578125000005,1.5236279296875006,0.9759846618195602,8.912630614963396,CA-Ca1
10,1.656026367187501,1.5236279296875006,0.9867345392774102,4.404385730412878,CA-Ca1
11,1.654549804687501,1.5236279296875006,0.9722938498554299,4.788766021603854,CA-Ca1
12,1.651412109375001,1.5236279296875006,0.9746255277042528,2.9378172113546865,CA-Ca1
1,1.677436523437501,1.428697265625,0.9868164962316667,2.6522337454601885,CA-Ca2
2,1.754586914062501,1.428697265625,0.9782079000610816,3.316635812502027,CA-Ca2
3,1.668023437500001,1.428697265625,0.9821262813554483,3.029765927351528,CA-Ca2
4,1.5972099609375006,1.428697265625,0.9902156893495901,4.850416623812166,CA-Ca2
5,1.3568378906250003,1.428697265625,0.965232383610511,5.486736025914538,CA-Ca2
6,1.3193085937500002,1.428697265625,0.9681385515854857,10.583138399492816,CA-Ca2
7,1.3105107421875002,1.428697265625,0.9827644708666163,5.262212099359246,CA-Ca2
8,1.3719111328125004,1.428697265625,0.9819820641657069,4.856791885008019,CA-Ca2
9,1.3901835937500002,1.428697265625,0.988256763740036,3.588112434244676,CA-Ca2
10,1.5565429687500005,1.428697265625,0.9718334868083528,3.465010882928604,CA-Ca2
